Rank       Bot                       Rating     Prog       Games     
1          VariantsBot               3021       0          6982      
2          ToromBot                  2926       41         120       
3          RaspFish                  2738       3          343       
4          Nakshatra3                2520       -43        1293      
5          NilatacBot                2318       -18        3248      
6          OpeningsBot               2284       2          1055      
7          anti-bot                  2165       -26        45340     
8          CatNail                   2032       -2         18555     
9          pawnrobot                 1916       20         1484      
