Rank       Bot                       Rating     Prog       Games     
1          VariantsBot               2703       -8         3173      
2          ToromBot                  2580       3          135       
3          Nikitosikbot              2576       -29        210       
4          RaspFish                  2552       2          308       
5          EmptikVariantsBot         2546       -3         191       
6          VariantsTop               2405       5          35        
7          OpeningsBot               2180       92         19        
8          pawnrobot                 1316       36         351       
