Rank       Bot                       Rating     Prog       Games     
1          VariantsBot               2754       1          1058      
2          EmptikVariantsBot         2547       22         112       
3          ToromBot                  2449       -19        144       
4          Nikitosikbot              2402       29         250       
5          RaspFish                  2202       -12        211       
6          OpeningsBot               1845       -57        22        
7          asdfbot2                  1492       -83        40        
8          pawnrobot                 1135       -24        697       
